ts,cpu,mem_used_mb,mem_limit_mb
1772257276,161.13%,91.17,1024.00
1772257279,100.58%,92.68,1024.00
1772257282,100.28%,90.66,1024.00
1772257284,101.02%,90.69,1024.00
1772257287,100.46%,90.91,1024.00
1772257289,100.69%,90.71,1024.00
1772257292,100.29%,90.93,1024.00
1772257294,100.23%,90.73,1024.00
1772257297,100.13%,90.68,1024.00
1772257300,100.51%,90.71,1024.00
1772257302,99.95%,90.69,1024.00
1772257305,99.70%,90.70,1024.00
1772257307,0.00%,0.00,0.00
